"동별(1)","동별(2)",동별(3),구분별(1),구분별(2),구분별(3),2010
"서울시","소계",소계,총가구,소계,소계,3577497
"서울시","소계",소계,총가구,일반가구,소계,3504297
"서울시","소계",소계,총가구,일반가구,1인가구,854606
"서울시","소계",소계,총가구,일반가구,비친족(혈연)가구,39252
"서울시","소계",소계,총가구,일반가구,보통가구,2610439
"서울시","소계",소계,총가구,집단가구,비혈연 6인이상 가구,1158
"서울시","소계",소계,총가구,집단가구,집단시설가구,1678
"서울시","소계",소계,총가구,외국인가구,소계,70364
"서울시","종로구",소계,총가구,소계,소계,60008
"서울시","종로구",소계,총가구,일반가구,소계,57807
"서울시","종로구",소계,총가구,일반가구,1인가구,18156
"서울시","종로구",소계,총가구,일반가구,비친족(혈연)가구,1021
"서울시","종로구",소계,총가구,일반가구,보통가구,38630
"서울시","종로구",소계,총가구,집단가구,비혈연 6인이상 가구,37
"서울시","종로구",소계,총가구,집단가구,집단시설가구,115
"서울시","종로구",소계,총가구,외국인가구,소계,2049
"서울시","종로구",사직동,총가구,소계,소계,3536
"서울시","종로구",사직동,총가구,일반가구,소계,3442
"서울시","종로구",사직동,총가구,일반가구,1인가구,1033
"서울시","종로구",사직동,총가구,일반가구,비친족(혈연)가구,32
"서울시","종로구",사직동,총가구,일반가구,보통가구,2377
"서울시","종로구",사직동,총가구,집단가구,비혈연 6인이상 가구,2
"서울시","종로구",사직동,총가구,집단가구,집단시설가구,4
"서울시","종로구",사직동,총가구,외국인가구,소계,88
"서울시","종로구",삼청동,총가구,소계,소계,1070
"서울시","종로구",삼청동,총가구,일반가구,소계,1048
"서울시","종로구",삼청동,총가구,일반가구,1인가구,271
"서울시","종로구",삼청동,총가구,일반가구,비친족(혈연)가구,22
"서울시","종로구",삼청동,총가구,일반가구,보통가구,755
"서울시","종로구",삼청동,총가구,집단가구,비혈연 6인이상 가구,2
"서울시","종로구",삼청동,총가구,집단가구,집단시설가구,1
"서울시","종로구",삼청동,총가구,외국인가구,소계,19
"서울시","종로구",부암동,총가구,소계,소계,3477
"서울시","종로구",부암동,총가구,일반가구,소계,3424
"서울시","종로구",부암동,총가구,일반가구,1인가구,693
"서울시","종로구",부암동,총가구,일반가구,비친족(혈연)가구,48
"서울시","종로구",부암동,총가구,일반가구,보통가구,2683
"서울시","종로구",부암동,총가구,집단가구,비혈연 6인이상 가구,5
"서울시","종로구",부암동,총가구,집단가구,집단시설가구,3
"서울시","종로구",부암동,총가구,외국인가구,소계,45
"서울시","종로구",평창동,총가구,소계,소계,5847
"서울시","종로구",평창동,총가구,일반가구,소계,5758
"서울시","종로구",평창동,총가구,일반가구,1인가구,918
"서울시","종로구",평창동,총가구,일반가구,비친족(혈연)가구,61
"서울시","종로구",평창동,총가구,일반가구,보통가구,4779
"서울시","종로구",평창동,총가구,집단가구,비혈연 6인이상 가구,5
"서울시","종로구",평창동,총가구,집단가구,집단시설가구,11
"서울시","종로구",평창동,총가구,외국인가구,소계,73
"서울시","종로구",무악동,총가구,소계,소계,2730
"서울시","종로구",무악동,총가구,일반가구,소계,2715
"서울시","종로구",무악동,총가구,일반가구,1인가구,482
"서울시","종로구",무악동,총가구,일반가구,비친족(혈연)가구,19
"서울시","종로구",무악동,총가구,일반가구,보통가구,2214
"서울시","종로구",무악동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","종로구",무악동,총가구,집단가구,집단시설가구,-
"서울시","종로구",무악동,총가구,외국인가구,소계,14
"서울시","종로구",교남동,총가구,소계,소계,3203
"서울시","종로구",교남동,총가구,일반가구,소계,3156
"서울시","종로구",교남동,총가구,일반가구,1인가구,1032
"서울시","종로구",교남동,총가구,일반가구,비친족(혈연)가구,39
"서울시","종로구",교남동,총가구,일반가구,보통가구,2085
"서울시","종로구",교남동,총가구,집단가구,비혈연 6인이상 가구,2
"서울시","종로구",교남동,총가구,집단가구,집단시설가구,8
"서울시","종로구",교남동,총가구,외국인가구,소계,37
"서울시","종로구",가회동,총가구,소계,소계,1889
"서울시","종로구",가회동,총가구,일반가구,소계,1855
"서울시","종로구",가회동,총가구,일반가구,1인가구,507
"서울시","종로구",가회동,총가구,일반가구,비친족(혈연)가구,17
"서울시","종로구",가회동,총가구,일반가구,보통가구,1331
"서울시","종로구",가회동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","종로구",가회동,총가구,집단가구,집단시설가구,1
"서울시","종로구",가회동,총가구,외국인가구,소계,32
"서울시","종로구",종로1.2.3.4가동,총가구,소계,소계,3467
"서울시","종로구",종로1.2.3.4가동,총가구,일반가구,소계,3086
"서울시","종로구",종로1.2.3.4가동,총가구,일반가구,1인가구,1873
"서울시","종로구",종로1.2.3.4가동,총가구,일반가구,비친족(혈연)가구,69
"서울시","종로구",종로1.2.3.4가동,총가구,일반가구,보통가구,1144
"서울시","종로구",종로1.2.3.4가동,총가구,집단가구,비혈연 6인이상 가구,4
"서울시","종로구",종로1.2.3.4가동,총가구,집단가구,집단시설가구,24
"서울시","종로구",종로1.2.3.4가동,총가구,외국인가구,소계,353
"서울시","종로구",종로5.6가동,총가구,소계,소계,2039
"서울시","종로구",종로5.6가동,총가구,일반가구,소계,1928
"서울시","종로구",종로5.6가동,총가구,일반가구,1인가구,735
"서울시","종로구",종로5.6가동,총가구,일반가구,비친족(혈연)가구,19
"서울시","종로구",종로5.6가동,총가구,일반가구,보통가구,1174
"서울시","종로구",종로5.6가동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","종로구",종로5.6가동,총가구,집단가구,집단시설가구,1
"서울시","종로구",종로5.6가동,총가구,외국인가구,소계,110
"서울시","종로구",이화동,총가구,소계,소계,3703
"서울시","종로구",이화동,총가구,일반가구,소계,3518
"서울시","종로구",이화동,총가구,일반가구,1인가구,1345
"서울시","종로구",이화동,총가구,일반가구,비친족(혈연)가구,61
"서울시","종로구",이화동,총가구,일반가구,보통가구,2112
"서울시","종로구",이화동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","종로구",이화동,총가구,집단가구,집단시설가구,5
"서울시","종로구",이화동,총가구,외국인가구,소계,180
"서울시","종로구",혜화동,총가구,소계,소계,5064
"서울시","종로구",혜화동,총가구,일반가구,소계,4882
"서울시","종로구",혜화동,총가구,일반가구,1인가구,1983
"서울시","종로구",혜화동,총가구,일반가구,비친족(혈연)가구,282
"서울시","종로구",혜화동,총가구,일반가구,보통가구,2617
"서울시","종로구",혜화동,총가구,집단가구,비혈연 6인이상 가구,10
"서울시","종로구",혜화동,총가구,집단가구,집단시설가구,34
"서울시","종로구",혜화동,총가구,외국인가구,소계,138
"서울시","종로구",명륜3가동,총가구,소계,소계,3363
"서울시","종로구",명륜3가동,총가구,일반가구,소계,3045
"서울시","종로구",명륜3가동,총가구,일반가구,1인가구,1703
"서울시","종로구",명륜3가동,총가구,일반가구,비친족(혈연)가구,118
"서울시","종로구",명륜3가동,총가구,일반가구,보통가구,1224
"서울시","종로구",명륜3가동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","종로구",명륜3가동,총가구,집단가구,집단시설가구,9
"서울시","종로구",명륜3가동,총가구,외국인가구,소계,308
"서울시","종로구",창신1동,총가구,소계,소계,2638
"서울시","종로구",창신1동,총가구,일반가구,소계,2449
"서울시","종로구",창신1동,총가구,일반가구,1인가구,982
"서울시","종로구",창신1동,총가구,일반가구,비친족(혈연)가구,39
"서울시","종로구",창신1동,총가구,일반가구,보통가구,1428
"서울시","종로구",창신1동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","종로구",창신1동,총가구,집단가구,집단시설가구,1
"서울시","종로구",창신1동,총가구,외국인가구,소계,188
"서울시","종로구",창신2동,총가구,소계,소계,4044
"서울시","종로구",창신2동,총가구,일반가구,소계,3818
"서울시","종로구",창신2동,총가구,일반가구,1인가구,1040
"서울시","종로구",창신2동,총가구,일반가구,비친족(혈연)가구,36
"서울시","종로구",창신2동,총가구,일반가구,보통가구,2742
"서울시","종로구",창신2동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","종로구",창신2동,총가구,집단가구,집단시설가구,1
"서울시","종로구",창신2동,총가구,외국인가구,소계,224
"서울시","종로구",창신3동,총가구,소계,소계,2727
"서울시","종로구",창신3동,총가구,일반가구,소계,2674
"서울시","종로구",창신3동,총가구,일반가구,1인가구,425
"서울시","종로구",창신3동,총가구,일반가구,비친족(혈연)가구,17
"서울시","종로구",창신3동,총가구,일반가구,보통가구,2232
"서울시","종로구",창신3동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","종로구",창신3동,총가구,집단가구,집단시설가구,-
"서울시","종로구",창신3동,총가구,외국인가구,소계,52
"서울시","종로구",숭인1동,총가구,소계,소계,2804
"서울시","종로구",숭인1동,총가구,일반가구,소계,2734
"서울시","종로구",숭인1동,총가구,일반가구,1인가구,775
"서울시","종로구",숭인1동,총가구,일반가구,비친족(혈연)가구,47
"서울시","종로구",숭인1동,총가구,일반가구,보통가구,1912
"서울시","종로구",숭인1동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","종로구",숭인1동,총가구,집단가구,집단시설가구,-
"서울시","종로구",숭인1동,총가구,외국인가구,소계,70
"서울시","종로구",숭인2동,총가구,소계,소계,3706
"서울시","종로구",숭인2동,총가구,일반가구,소계,3610
"서울시","종로구",숭인2동,총가구,일반가구,1인가구,1432
"서울시","종로구",숭인2동,총가구,일반가구,비친족(혈연)가구,53
"서울시","종로구",숭인2동,총가구,일반가구,보통가구,2125
"서울시","종로구",숭인2동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","종로구",숭인2동,총가구,집단가구,집단시설가구,11
"서울시","종로구",숭인2동,총가구,외국인가구,소계,85
"서울시","종로구",청운효자동,총가구,소계,소계,4701
"서울시","종로구",청운효자동,총가구,일반가구,소계,4665
"서울시","종로구",청운효자동,총가구,일반가구,1인가구,927
"서울시","종로구",청운효자동,총가구,일반가구,비친족(혈연)가구,42
"서울시","종로구",청운효자동,총가구,일반가구,보통가구,3696
"서울시","종로구",청운효자동,총가구,집단가구,비혈연 6인이상 가구,2
"서울시","종로구",청운효자동,총가구,집단가구,집단시설가구,1
"서울시","종로구",청운효자동,총가구,외국인가구,소계,33
"서울시","중구",소계,총가구,소계,소계,47410
"서울시","중구",소계,총가구,일반가구,소계,45656
"서울시","중구",소계,총가구,일반가구,1인가구,13909
"서울시","중구",소계,총가구,일반가구,비친족(혈연)가구,652
"서울시","중구",소계,총가구,일반가구,보통가구,31095
"서울시","중구",소계,총가구,집단가구,비혈연 6인이상 가구,21
"서울시","중구",소계,총가구,집단가구,집단시설가구,97
"서울시","중구",소계,총가구,외국인가구,소계,1636
"서울시","중구",소공동,총가구,소계,소계,327
"서울시","중구",소공동,총가구,일반가구,소계,274
"서울시","중구",소공동,총가구,일반가구,1인가구,99
"서울시","중구",소공동,총가구,일반가구,비친족(혈연)가구,2
"서울시","중구",소공동,총가구,일반가구,보통가구,173
"서울시","중구",소공동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","중구",소공동,총가구,집단가구,집단시설가구,7
"서울시","중구",소공동,총가구,외국인가구,소계,46
"서울시","중구",회현동,총가구,소계,소계,2222
"서울시","중구",회현동,총가구,일반가구,소계,2096
"서울시","중구",회현동,총가구,일반가구,1인가구,1180
"서울시","중구",회현동,총가구,일반가구,비친족(혈연)가구,23
"서울시","중구",회현동,총가구,일반가구,보통가구,893
"서울시","중구",회현동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","중구",회현동,총가구,집단가구,집단시설가구,5
"서울시","중구",회현동,총가구,외국인가구,소계,120
"서울시","중구",명동,총가구,소계,소계,1068
"서울시","중구",명동,총가구,일반가구,소계,969
"서울시","중구",명동,총가구,일반가구,1인가구,505
"서울시","중구",명동,총가구,일반가구,비친족(혈연)가구,27
"서울시","중구",명동,총가구,일반가구,보통가구,437
"서울시","중구",명동,총가구,집단가구,비혈연 6인이상 가구,2
"서울시","중구",명동,총가구,집단가구,집단시설가구,8
"서울시","중구",명동,총가구,외국인가구,소계,89
"서울시","중구",필동,총가구,소계,소계,1430
"서울시","중구",필동,총가구,일반가구,소계,1356
"서울시","중구",필동,총가구,일반가구,1인가구,446
"서울시","중구",필동,총가구,일반가구,비친족(혈연)가구,20
"서울시","중구",필동,총가구,일반가구,보통가구,890
"서울시","중구",필동,총가구,집단가구,비혈연 6인이상 가구,4
"서울시","중구",필동,총가구,집단가구,집단시설가구,18
"서울시","중구",필동,총가구,외국인가구,소계,52
"서울시","중구",장충동,총가구,소계,소계,2543
"서울시","중구",장충동,총가구,일반가구,소계,2426
"서울시","중구",장충동,총가구,일반가구,1인가구,1158
"서울시","중구",장충동,총가구,일반가구,비친족(혈연)가구,161
"서울시","중구",장충동,총가구,일반가구,보통가구,1107
"서울시","중구",장충동,총가구,집단가구,비혈연 6인이상 가구,8
"서울시","중구",장충동,총가구,집단가구,집단시설가구,9
"서울시","중구",장충동,총가구,외국인가구,소계,100
"서울시","중구",광희동,총가구,소계,소계,2176
"서울시","중구",광희동,총가구,일반가구,소계,1854
"서울시","중구",광희동,총가구,일반가구,1인가구,730
"서울시","중구",광희동,총가구,일반가구,비친족(혈연)가구,16
"서울시","중구",광희동,총가구,일반가구,보통가구,1108
"서울시","중구",광희동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","중구",광희동,총가구,집단가구,집단시설가구,10
"서울시","중구",광희동,총가구,외국인가구,소계,311
"서울시","중구",을지로동,총가구,소계,소계,798
"서울시","중구",을지로동,총가구,일반가구,소계,767
"서울시","중구",을지로동,총가구,일반가구,1인가구,546
"서울시","중구",을지로동,총가구,일반가구,비친족(혈연)가구,16
"서울시","중구",을지로동,총가구,일반가구,보통가구,205
"서울시","중구",을지로동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","중구",을지로동,총가구,집단가구,집단시설가구,5
"서울시","중구",을지로동,총가구,외국인가구,소계,25
"서울시","중구",신당1동,총가구,소계,소계,3128
"서울시","중구",신당1동,총가구,일반가구,소계,2872
"서울시","중구",신당1동,총가구,일반가구,1인가구,1021
"서울시","중구",신당1동,총가구,일반가구,비친족(혈연)가구,42
"서울시","중구",신당1동,총가구,일반가구,보통가구,1809
"서울시","중구",신당1동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","중구",신당1동,총가구,집단가구,집단시설가구,6
"서울시","중구",신당1동,총가구,외국인가구,소계,250
"서울시","중구",신당2동,총가구,소계,소계,5823
"서울시","중구",신당2동,총가구,일반가구,소계,5725
"서울시","중구",신당2동,총가구,일반가구,1인가구,1391
"서울시","중구",신당2동,총가구,일반가구,비친족(혈연)가구,121
"서울시","중구",신당2동,총가구,일반가구,보통가구,4213
"서울시","중구",신당2동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","중구",신당2동,총가구,집단가구,집단시설가구,1
"서울시","중구",신당2동,총가구,외국인가구,소계,96
"서울시","중구",신당3동,총가구,소계,소계,7112
"서울시","중구",신당3동,총가구,일반가구,소계,7014
"서울시","중구",신당3동,총가구,일반가구,1인가구,1570
"서울시","중구",신당3동,총가구,일반가구,비친족(혈연)가구,39
"서울시","중구",신당3동,총가구,일반가구,보통가구,5405
"서울시","중구",신당3동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","중구",신당3동,총가구,집단가구,집단시설가구,3
"서울시","중구",신당3동,총가구,외국인가구,소계,95
"서울시","중구",신당4동,총가구,소계,소계,5597
"서울시","중구",신당4동,총가구,일반가구,소계,5559
"서울시","중구",신당4동,총가구,일반가구,1인가구,1195
"서울시","중구",신당4동,총가구,일반가구,비친족(혈연)가구,66
"서울시","중구",신당4동,총가구,일반가구,보통가구,4298
"서울시","중구",신당4동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","중구",신당4동,총가구,집단가구,집단시설가구,2
"서울시","중구",신당4동,총가구,외국인가구,소계,36
"서울시","중구",신당5동,총가구,소계,소계,2843
"서울시","중구",신당5동,총가구,일반가구,소계,2750
"서울시","중구",신당5동,총가구,일반가구,1인가구,812
"서울시","중구",신당5동,총가구,일반가구,비친족(혈연)가구,34
"서울시","중구",신당5동,총가구,일반가구,보통가구,1904
"서울시","중구",신당5동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","중구",신당5동,총가구,집단가구,집단시설가구,5
"서울시","중구",신당5동,총가구,외국인가구,소계,88
"서울시","중구",신당6동,총가구,소계,소계,2925
"서울시","중구",신당6동,총가구,일반가구,소계,2891
"서울시","중구",신당6동,총가구,일반가구,1인가구,441
"서울시","중구",신당6동,총가구,일반가구,비친족(혈연)가구,14
"서울시","중구",신당6동,총가구,일반가구,보통가구,2436
"서울시","중구",신당6동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","중구",신당6동,총가구,집단가구,집단시설가구,2
"서울시","중구",신당6동,총가구,외국인가구,소계,32
"서울시","중구",황학동,총가구,소계,소계,4898
"서울시","중구",황학동,총가구,일반가구,소계,4661
"서울시","중구",황학동,총가구,일반가구,1인가구,1505
"서울시","중구",황학동,총가구,일반가구,비친족(혈연)가구,31
"서울시","중구",황학동,총가구,일반가구,보통가구,3125
"서울시","중구",황학동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","중구",황학동,총가구,집단가구,집단시설가구,5
"서울시","중구",황학동,총가구,외국인가구,소계,232
"서울시","중구",중림동,총가구,소계,소계,4520
"서울시","중구",중림동,총가구,일반가구,소계,4442
"서울시","중구",중림동,총가구,일반가구,1인가구,1310
"서울시","중구",중림동,총가구,일반가구,비친족(혈연)가구,40
"서울시","중구",중림동,총가구,일반가구,보통가구,3092
"서울시","중구",중림동,총가구,집단가구,비혈연 6인이상 가구,3
"서울시","중구",중림동,총가구,집단가구,집단시설가구,11
"서울시","중구",중림동,총가구,외국인가구,소계,64
"서울시","용산구",소계,총가구,소계,소계,90423
"서울시","용산구",소계,총가구,일반가구,소계,86470
"서울시","용산구",소계,총가구,일반가구,1인가구,25846
"서울시","용산구",소계,총가구,일반가구,비친족(혈연)가구,1520
"서울시","용산구",소계,총가구,일반가구,보통가구,59104
"서울시","용산구",소계,총가구,집단가구,비혈연 6인이상 가구,63
"서울시","용산구",소계,총가구,집단가구,집단시설가구,29
"서울시","용산구",소계,총가구,외국인가구,소계,3861
"서울시","용산구",후암동,총가구,소계,소계,6755
"서울시","용산구",후암동,총가구,일반가구,소계,6606
"서울시","용산구",후암동,총가구,일반가구,1인가구,1804
"서울시","용산구",후암동,총가구,일반가구,비친족(혈연)가구,100
"서울시","용산구",후암동,총가구,일반가구,보통가구,4702
"서울시","용산구",후암동,총가구,집단가구,비혈연 6인이상 가구,2
"서울시","용산구",후암동,총가구,집단가구,집단시설가구,2
"서울시","용산구",후암동,총가구,외국인가구,소계,145
"서울시","용산구",용산2가동,총가구,소계,소계,5231
"서울시","용산구",용산2가동,총가구,일반가구,소계,4722
"서울시","용산구",용산2가동,총가구,일반가구,1인가구,1251
"서울시","용산구",용산2가동,총가구,일반가구,비친족(혈연)가구,78
"서울시","용산구",용산2가동,총가구,일반가구,보통가구,3393
"서울시","용산구",용산2가동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","용산구",용산2가동,총가구,집단가구,집단시설가구,-
"서울시","용산구",용산2가동,총가구,외국인가구,소계,508
"서울시","용산구",남영동,총가구,소계,소계,3897
"서울시","용산구",남영동,총가구,일반가구,소계,3738
"서울시","용산구",남영동,총가구,일반가구,1인가구,2287
"서울시","용산구",남영동,총가구,일반가구,비친족(혈연)가구,99
"서울시","용산구",남영동,총가구,일반가구,보통가구,1352
"서울시","용산구",남영동,총가구,집단가구,비혈연 6인이상 가구,4
"서울시","용산구",남영동,총가구,집단가구,집단시설가구,-
"서울시","용산구",남영동,총가구,외국인가구,소계,155
"서울시","용산구",원효로2동,총가구,소계,소계,5342
"서울시","용산구",원효로2동,총가구,일반가구,소계,5271
"서울시","용산구",원효로2동,총가구,일반가구,1인가구,1027
"서울시","용산구",원효로2동,총가구,일반가구,비친족(혈연)가구,47
"서울시","용산구",원효로2동,총가구,일반가구,보통가구,4197
"서울시","용산구",원효로2동,총가구,집단가구,비혈연 6인이상 가구,3
"서울시","용산구",원효로2동,총가구,집단가구,집단시설가구,1
"서울시","용산구",원효로2동,총가구,외국인가구,소계,67
"서울시","용산구",효창동,총가구,소계,소계,3850
"서울시","용산구",효창동,총가구,일반가구,소계,3788
"서울시","용산구",효창동,총가구,일반가구,1인가구,749
"서울시","용산구",효창동,총가구,일반가구,비친족(혈연)가구,50
"서울시","용산구",효창동,총가구,일반가구,보통가구,2989
"서울시","용산구",효창동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","용산구",효창동,총가구,집단가구,집단시설가구,1
"서울시","용산구",효창동,총가구,외국인가구,소계,60
"서울시","용산구",용문동,총가구,소계,소계,4422
"서울시","용산구",용문동,총가구,일반가구,소계,4379
"서울시","용산구",용문동,총가구,일반가구,1인가구,800
"서울시","용산구",용문동,총가구,일반가구,비친족(혈연)가구,31
"서울시","용산구",용문동,총가구,일반가구,보통가구,3548
"서울시","용산구",용문동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","용산구",용문동,총가구,집단가구,집단시설가구,-
"서울시","용산구",용문동,총가구,외국인가구,소계,43
"서울시","용산구",이촌1동,총가구,소계,소계,9073
"서울시","용산구",이촌1동,총가구,일반가구,소계,8475
"서울시","용산구",이촌1동,총가구,일반가구,1인가구,1058
"서울시","용산구",이촌1동,총가구,일반가구,비친족(혈연)가구,38
"서울시","용산구",이촌1동,총가구,일반가구,보통가구,7379
"서울시","용산구",이촌1동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","용산구",이촌1동,총가구,집단가구,집단시설가구,-
"서울시","용산구",이촌1동,총가구,외국인가구,소계,597
"서울시","용산구",이촌2동,총가구,소계,소계,3382
"서울시","용산구",이촌2동,총가구,일반가구,소계,3360
"서울시","용산구",이촌2동,총가구,일반가구,1인가구,617
"서울시","용산구",이촌2동,총가구,일반가구,비친족(혈연)가구,31
"서울시","용산구",이촌2동,총가구,일반가구,보통가구,2712
"서울시","용산구",이촌2동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","용산구",이촌2동,총가구,집단가구,집단시설가구,-
"서울시","용산구",이촌2동,총가구,외국인가구,소계,22
"서울시","용산구",이태원1동,총가구,소계,소계,3578
"서울시","용산구",이태원1동,총가구,일반가구,소계,3174
"서울시","용산구",이태원1동,총가구,일반가구,1인가구,1097
"서울시","용산구",이태원1동,총가구,일반가구,비친족(혈연)가구,114
"서울시","용산구",이태원1동,총가구,일반가구,보통가구,1963
"서울시","용산구",이태원1동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","용산구",이태원1동,총가구,집단가구,집단시설가구,2
"서울시","용산구",이태원1동,총가구,외국인가구,소계,402
"서울시","용산구",이태원2동,총가구,소계,소계,4404
"서울시","용산구",이태원2동,총가구,일반가구,소계,3998
"서울시","용산구",이태원2동,총가구,일반가구,1인가구,1239
"서울시","용산구",이태원2동,총가구,일반가구,비친족(혈연)가구,70
"서울시","용산구",이태원2동,총가구,일반가구,보통가구,2689
"서울시","용산구",이태원2동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","용산구",이태원2동,총가구,집단가구,집단시설가구,-
"서울시","용산구",이태원2동,총가구,외국인가구,소계,406
"서울시","용산구",서빙고동,총가구,소계,소계,3876
"서울시","용산구",서빙고동,총가구,일반가구,소계,3778
"서울시","용산구",서빙고동,총가구,일반가구,1인가구,788
"서울시","용산구",서빙고동,총가구,일반가구,비친족(혈연)가구,53
"서울시","용산구",서빙고동,총가구,일반가구,보통가구,2937
"서울시","용산구",서빙고동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","용산구",서빙고동,총가구,집단가구,집단시설가구,-
"서울시","용산구",서빙고동,총가구,외국인가구,소계,98
"서울시","용산구",보광동,총가구,소계,소계,7246
"서울시","용산구",보광동,총가구,일반가구,소계,6939
"서울시","용산구",보광동,총가구,일반가구,1인가구,2327
"서울시","용산구",보광동,총가구,일반가구,비친족(혈연)가구,150
"서울시","용산구",보광동,총가구,일반가구,보통가구,4462
"서울시","용산구",보광동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","용산구",보광동,총가구,집단가구,집단시설가구,1
"서울시","용산구",보광동,총가구,외국인가구,소계,306
"서울시","용산구",청파동,총가구,소계,소계,9053
"서울시","용산구",청파동,총가구,일반가구,소계,8813
"서울시","용산구",청파동,총가구,일반가구,1인가구,3238
"서울시","용산구",청파동,총가구,일반가구,비친족(혈연)가구,261
"서울시","용산구",청파동,총가구,일반가구,보통가구,5314
"서울시","용산구",청파동,총가구,집단가구,비혈연 6인이상 가구,49
"서울시","용산구",청파동,총가구,집단가구,집단시설가구,16
"서울시","용산구",청파동,총가구,외국인가구,소계,175
"서울시","용산구",원효로1동,총가구,소계,소계,4123
"서울시","용산구",원효로1동,총가구,일반가구,소계,4045
"서울시","용산구",원효로1동,총가구,일반가구,1인가구,1242
"서울시","용산구",원효로1동,총가구,일반가구,비친족(혈연)가구,76
"서울시","용산구",원효로1동,총가구,일반가구,보통가구,2727
"서울시","용산구",원효로1동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","용산구",원효로1동,총가구,집단가구,집단시설가구,4
"서울시","용산구",원효로1동,총가구,외국인가구,소계,74
"서울시","용산구",한강로동,총가구,소계,소계,6925
"서울시","용산구",한강로동,총가구,일반가구,소계,6681
"서울시","용산구",한강로동,총가구,일반가구,1인가구,2935
"서울시","용산구",한강로동,총가구,일반가구,비친족(혈연)가구,70
"서울시","용산구",한강로동,총가구,일반가구,보통가구,3676
"서울시","용산구",한강로동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","용산구",한강로동,총가구,집단가구,집단시설가구,-
"서울시","용산구",한강로동,총가구,외국인가구,소계,243
"서울시","용산구",한남동,총가구,소계,소계,9266
"서울시","용산구",한남동,총가구,일반가구,소계,8703
"서울시","용산구",한남동,총가구,일반가구,1인가구,3387
"서울시","용산구",한남동,총가구,일반가구,비친족(혈연)가구,252
"서울시","용산구",한남동,총가구,일반가구,보통가구,5064
"서울시","용산구",한남동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","용산구",한남동,총가구,집단가구,집단시설가구,2
"서울시","용산구",한남동,총가구,외국인가구,소계,560
"서울시","성동구",소계,총가구,소계,소계,109701
"서울시","성동구",소계,총가구,일반가구,소계,107114
"서울시","성동구",소계,총가구,일반가구,1인가구,27041
"서울시","성동구",소계,총가구,일반가구,비친족(혈연)가구,1295
"서울시","성동구",소계,총가구,일반가구,보통가구,78778
"서울시","성동구",소계,총가구,집단가구,비혈연 6인이상 가구,46
"서울시","성동구",소계,총가구,집단가구,집단시설가구,56
"서울시","성동구",소계,총가구,외국인가구,소계,2485
"서울시","성동구",왕십리2동,총가구,소계,소계,6463
"서울시","성동구",왕십리2동,총가구,일반가구,소계,6346
"서울시","성동구",왕십리2동,총가구,일반가구,1인가구,1415
"서울시","성동구",왕십리2동,총가구,일반가구,비친족(혈연)가구,58
"서울시","성동구",왕십리2동,총가구,일반가구,보통가구,4873
"서울시","성동구",왕십리2동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","성동구",왕십리2동,총가구,집단가구,집단시설가구,5
"서울시","성동구",왕십리2동,총가구,외국인가구,소계,112
"서울시","성동구",마장동,총가구,소계,소계,8589
"서울시","성동구",마장동,총가구,일반가구,소계,8403
"서울시","성동구",마장동,총가구,일반가구,1인가구,1789
"서울시","성동구",마장동,총가구,일반가구,비친족(혈연)가구,85
"서울시","성동구",마장동,총가구,일반가구,보통가구,6529
"서울시","성동구",마장동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","성동구",마장동,총가구,집단가구,집단시설가구,-
"서울시","성동구",마장동,총가구,외국인가구,소계,186
"서울시","성동구",사근동,총가구,소계,소계,5765
