"동별(1)","동별(2)",동별(3),구분별(1),구분별(2),구분별(3),2010
"서울시","은평구",불광2동,총가구,외국인가구,소계,36
"서울시","은평구",응암3동,총가구,소계,소계,9333
"서울시","은평구",응암3동,총가구,일반가구,소계,9295
"서울시","은평구",응암3동,총가구,일반가구,1인가구,2205
"서울시","은평구",응암3동,총가구,일반가구,비친족(혈연)가구,62
"서울시","은평구",응암3동,총가구,일반가구,보통가구,7028
"서울시","은평구",응암3동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","은평구",응암3동,총가구,집단가구,집단시설가구,3
"서울시","은평구",응암3동,총가구,외국인가구,소계,34
"서울시","은평구",역촌동,총가구,소계,소계,14723
"서울시","은평구",역촌동,총가구,일반가구,소계,14666
"서울시","은평구",역촌동,총가구,일반가구,1인가구,2532
"서울시","은평구",역촌동,총가구,일반가구,비친족(혈연)가구,140
"서울시","은평구",역촌동,총가구,일반가구,보통가구,11994
"서울시","은평구",역촌동,총가구,집단가구,비혈연 6인이상 가구,9
"서울시","은평구",역촌동,총가구,집단가구,집단시설가구,4
"서울시","은평구",역촌동,총가구,외국인가구,소계,44
"서울시","서대문구",소계,총가구,소계,소계,114830
"서울시","서대문구",소계,총가구,일반가구,소계,112701
"서울시","서대문구",소계,총가구,일반가구,1인가구,29943
"서울시","서대문구",소계,총가구,일반가구,비친족(혈연)가구,1544
"서울시","서대문구",소계,총가구,일반가구,보통가구,81214
"서울시","서대문구",소계,총가구,집단가구,비혈연 6인이상 가구,152
"서울시","서대문구",소계,총가구,집단가구,집단시설가구,105
"서울시","서대문구",소계,총가구,외국인가구,소계,1872
"서울시","서대문구",천연동,총가구,소계,소계,6970
"서울시","서대문구",천연동,총가구,일반가구,소계,6915
"서울시","서대문구",천연동,총가구,일반가구,1인가구,1501
"서울시","서대문구",천연동,총가구,일반가구,비친족(혈연)가구,76
"서울시","서대문구",천연동,총가구,일반가구,보통가구,5338
"서울시","서대문구",천연동,총가구,집단가구,비혈연 6인이상 가구,9
"서울시","서대문구",천연동,총가구,집단가구,집단시설가구,6
"서울시","서대문구",천연동,총가구,외국인가구,소계,40
"서울시","서대문구",홍제1동,총가구,소계,소계,9569
"서울시","서대문구",홍제1동,총가구,일반가구,소계,9469
"서울시","서대문구",홍제1동,총가구,일반가구,1인가구,2037
"서울시","서대문구",홍제1동,총가구,일반가구,비친족(혈연)가구,76
"서울시","서대문구",홍제1동,총가구,일반가구,보통가구,7356
"서울시","서대문구",홍제1동,총가구,집단가구,비혈연 6인이상 가구,3
"서울시","서대문구",홍제1동,총가구,집단가구,집단시설가구,3
"서울시","서대문구",홍제1동,총가구,외국인가구,소계,94
"서울시","서대문구",홍제3동,총가구,소계,소계,7099
"서울시","서대문구",홍제3동,총가구,일반가구,소계,7031
"서울시","서대문구",홍제3동,총가구,일반가구,1인가구,1552
"서울시","서대문구",홍제3동,총가구,일반가구,비친족(혈연)가구,61
"서울시","서대문구",홍제3동,총가구,일반가구,보통가구,5418
"서울시","서대문구",홍제3동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","서대문구",홍제3동,총가구,집단가구,집단시설가구,2
"서울시","서대문구",홍제3동,총가구,외국인가구,소계,66
"서울시","서대문구",홍제2동,총가구,소계,소계,5319
"서울시","서대문구",홍제2동,총가구,일반가구,소계,5300
"서울시","서대문구",홍제2동,총가구,일반가구,1인가구,912
"서울시","서대문구",홍제2동,총가구,일반가구,비친족(혈연)가구,40
"서울시","서대문구",홍제2동,총가구,일반가구,보통가구,4348
"서울시","서대문구",홍제2동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","서대문구",홍제2동,총가구,집단가구,집단시설가구,1
"서울시","서대문구",홍제2동,총가구,외국인가구,소계,17
"서울시","서대문구",홍은1동,총가구,소계,소계,8646
"서울시","서대문구",홍은1동,총가구,일반가구,소계,8606
"서울시","서대문구",홍은1동,총가구,일반가구,1인가구,1538
"서울시","서대문구",홍은1동,총가구,일반가구,비친족(혈연)가구,45
"서울시","서대문구",홍은1동,총가구,일반가구,보통가구,7023
"서울시","서대문구",홍은1동,총가구,집단가구,비혈연 6인이상 가구,3
"서울시","서대문구",홍은1동,총가구,집단가구,집단시설가구,4
"서울시","서대문구",홍은1동,총가구,외국인가구,소계,33
"서울시","서대문구",홍은2동,총가구,소계,소계,9892
"서울시","서대문구",홍은2동,총가구,일반가구,소계,9767
"서울시","서대문구",홍은2동,총가구,일반가구,1인가구,2035
"서울시","서대문구",홍은2동,총가구,일반가구,비친족(혈연)가구,123
"서울시","서대문구",홍은2동,총가구,일반가구,보통가구,7609
"서울시","서대문구",홍은2동,총가구,집단가구,비혈연 6인이상 가구,12
"서울시","서대문구",홍은2동,총가구,집단가구,집단시설가구,9
"서울시","서대문구",홍은2동,총가구,외국인가구,소계,104
"서울시","서대문구",남가좌1동,총가구,소계,소계,1141
"서울시","서대문구",남가좌1동,총가구,일반가구,소계,1133
"서울시","서대문구",남가좌1동,총가구,일반가구,1인가구,268
"서울시","서대문구",남가좌1동,총가구,일반가구,비친족(혈연)가구,9
"서울시","서대문구",남가좌1동,총가구,일반가구,보통가구,856
"서울시","서대문구",남가좌1동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","서대문구",남가좌1동,총가구,집단가구,집단시설가구,-
"서울시","서대문구",남가좌1동,총가구,외국인가구,소계,8
"서울시","서대문구",남가좌2동,총가구,소계,소계,10921
"서울시","서대문구",남가좌2동,총가구,일반가구,소계,10815
"서울시","서대문구",남가좌2동,총가구,일반가구,1인가구,2593
"서울시","서대문구",남가좌2동,총가구,일반가구,비친족(혈연)가구,106
"서울시","서대문구",남가좌2동,총가구,일반가구,보통가구,8116
"서울시","서대문구",남가좌2동,총가구,집단가구,비혈연 6인이상 가구,3
"서울시","서대문구",남가좌2동,총가구,집단가구,집단시설가구,5
"서울시","서대문구",남가좌2동,총가구,외국인가구,소계,98
"서울시","서대문구",북가좌1동,총가구,소계,소계,3236
"서울시","서대문구",북가좌1동,총가구,일반가구,소계,3230
"서울시","서대문구",북가좌1동,총가구,일반가구,1인가구,433
"서울시","서대문구",북가좌1동,총가구,일반가구,비친족(혈연)가구,21
"서울시","서대문구",북가좌1동,총가구,일반가구,보통가구,2776
"서울시","서대문구",북가좌1동,총가구,집단가구,비혈연 6인이상 가구,2
"서울시","서대문구",북가좌1동,총가구,집단가구,집단시설가구,1
"서울시","서대문구",북가좌1동,총가구,외국인가구,소계,3
"서울시","서대문구",북가좌2동,총가구,소계,소계,11398
"서울시","서대문구",북가좌2동,총가구,일반가구,소계,11352
"서울시","서대문구",북가좌2동,총가구,일반가구,1인가구,1965
"서울시","서대문구",북가좌2동,총가구,일반가구,비친족(혈연)가구,85
"서울시","서대문구",북가좌2동,총가구,일반가구,보통가구,9302
"서울시","서대문구",북가좌2동,총가구,집단가구,비혈연 6인이상 가구,3
"서울시","서대문구",북가좌2동,총가구,집단가구,집단시설가구,5
"서울시","서대문구",북가좌2동,총가구,외국인가구,소계,38
"서울시","서대문구",충현동,총가구,소계,소계,8836
"서울시","서대문구",충현동,총가구,일반가구,소계,8695
"서울시","서대문구",충현동,총가구,일반가구,1인가구,2684
"서울시","서대문구",충현동,총가구,일반가구,비친족(혈연)가구,137
"서울시","서대문구",충현동,총가구,일반가구,보통가구,5874
"서울시","서대문구",충현동,총가구,집단가구,비혈연 6인이상 가구,13
"서울시","서대문구",충현동,총가구,집단가구,집단시설가구,9
"서울시","서대문구",충현동,총가구,외국인가구,소계,119
"서울시","서대문구",북아현동,총가구,소계,소계,5678
"서울시","서대문구",북아현동,총가구,일반가구,소계,5558
"서울시","서대문구",북아현동,총가구,일반가구,1인가구,1545
"서울시","서대문구",북아현동,총가구,일반가구,비친족(혈연)가구,125
"서울시","서대문구",북아현동,총가구,일반가구,보통가구,3888
"서울시","서대문구",북아현동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","서대문구",북아현동,총가구,집단가구,집단시설가구,8
"서울시","서대문구",북아현동,총가구,외국인가구,소계,111
"서울시","서대문구",신촌동,총가구,소계,소계,9487
"서울시","서대문구",신촌동,총가구,일반가구,소계,8889
"서울시","서대문구",신촌동,총가구,일반가구,1인가구,5225
"서울시","서대문구",신촌동,총가구,일반가구,비친족(혈연)가구,356
"서울시","서대문구",신촌동,총가구,일반가구,보통가구,3308
"서울시","서대문구",신촌동,총가구,집단가구,비혈연 6인이상 가구,60
"서울시","서대문구",신촌동,총가구,집단가구,집단시설가구,32
"서울시","서대문구",신촌동,총가구,외국인가구,소계,506
"서울시","서대문구",연희동,총가구,소계,소계,16638
"서울시","서대문구",연희동,총가구,일반가구,소계,15941
"서울시","서대문구",연희동,총가구,일반가구,1인가구,5655
"서울시","서대문구",연희동,총가구,일반가구,비친족(혈연)가구,284
"서울시","서대문구",연희동,총가구,일반가구,보통가구,10002
"서울시","서대문구",연희동,총가구,집단가구,비혈연 6인이상 가구,42
"서울시","서대문구",연희동,총가구,집단가구,집단시설가구,20
"서울시","서대문구",연희동,총가구,외국인가구,소계,635
"서울시","마포구",소계,총가구,소계,소계,143997
"서울시","마포구",소계,총가구,일반가구,소계,141402
"서울시","마포구",소계,총가구,일반가구,1인가구,41109
"서울시","마포구",소계,총가구,일반가구,비친족(혈연)가구,2505
"서울시","마포구",소계,총가구,일반가구,보통가구,97788
"서울시","마포구",소계,총가구,집단가구,비혈연 6인이상 가구,80
"서울시","마포구",소계,총가구,집단가구,집단시설가구,17
"서울시","마포구",소계,총가구,외국인가구,소계,2498
"서울시","마포구",용강동,총가구,소계,소계,7882
"서울시","마포구",용강동,총가구,일반가구,소계,7692
"서울시","마포구",용강동,총가구,일반가구,1인가구,2057
"서울시","마포구",용강동,총가구,일반가구,비친족(혈연)가구,83
"서울시","마포구",용강동,총가구,일반가구,보통가구,5552
"서울시","마포구",용강동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","마포구",용강동,총가구,집단가구,집단시설가구,-
"서울시","마포구",용강동,총가구,외국인가구,소계,189
"서울시","마포구",대흥동,총가구,소계,소계,8268
"서울시","마포구",대흥동,총가구,일반가구,소계,7795
"서울시","마포구",대흥동,총가구,일반가구,1인가구,4295
"서울시","마포구",대흥동,총가구,일반가구,비친족(혈연)가구,249
"서울시","마포구",대흥동,총가구,일반가구,보통가구,3251
"서울시","마포구",대흥동,총가구,집단가구,비혈연 6인이상 가구,12
"서울시","마포구",대흥동,총가구,집단가구,집단시설가구,3
"서울시","마포구",대흥동,총가구,외국인가구,소계,458
"서울시","마포구",염리동,총가구,소계,소계,7164
"서울시","마포구",염리동,총가구,일반가구,소계,6991
"서울시","마포구",염리동,총가구,일반가구,1인가구,2201
"서울시","마포구",염리동,총가구,일반가구,비친족(혈연)가구,149
"서울시","마포구",염리동,총가구,일반가구,보통가구,4641
"서울시","마포구",염리동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","마포구",염리동,총가구,집단가구,집단시설가구,-
"서울시","마포구",염리동,총가구,외국인가구,소계,172
"서울시","마포구",신수동,총가구,소계,소계,8075
"서울시","마포구",신수동,총가구,일반가구,소계,7951
"서울시","마포구",신수동,총가구,일반가구,1인가구,1892
"서울시","마포구",신수동,총가구,일반가구,비친족(혈연)가구,107
"서울시","마포구",신수동,총가구,일반가구,보통가구,5952
"서울시","마포구",신수동,총가구,집단가구,비혈연 6인이상 가구,30
"서울시","마포구",신수동,총가구,집단가구,집단시설가구,1
"서울시","마포구",신수동,총가구,외국인가구,소계,93
"서울시","마포구",서교동,총가구,소계,소계,14731
"서울시","마포구",서교동,총가구,일반가구,소계,14331
"서울시","마포구",서교동,총가구,일반가구,1인가구,7484
"서울시","마포구",서교동,총가구,일반가구,비친족(혈연)가구,491
"서울시","마포구",서교동,총가구,일반가구,보통가구,6356
"서울시","마포구",서교동,총가구,집단가구,비혈연 6인이상 가구,6
"서울시","마포구",서교동,총가구,집단가구,집단시설가구,1
"서울시","마포구",서교동,총가구,외국인가구,소계,393
"서울시","마포구",합정동,총가구,소계,소계,7462
"서울시","마포구",합정동,총가구,일반가구,소계,7398
"서울시","마포구",합정동,총가구,일반가구,1인가구,2065
"서울시","마포구",합정동,총가구,일반가구,비친족(혈연)가구,203
"서울시","마포구",합정동,총가구,일반가구,보통가구,5130
"서울시","마포구",합정동,총가구,집단가구,비혈연 6인이상 가구,3
"서울시","마포구",합정동,총가구,집단가구,집단시설가구,1
"서울시","마포구",합정동,총가구,외국인가구,소계,60
"서울시","마포구",망원1동,총가구,소계,소계,8667
"서울시","마포구",망원1동,총가구,일반가구,소계,8593
"서울시","마포구",망원1동,총가구,일반가구,1인가구,2169
"서울시","마포구",망원1동,총가구,일반가구,비친족(혈연)가구,137
"서울시","마포구",망원1동,총가구,일반가구,보통가구,6287
"서울시","마포구",망원1동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","마포구",망원1동,총가구,집단가구,집단시설가구,-
"서울시","마포구",망원1동,총가구,외국인가구,소계,73
"서울시","마포구",망원2동,총가구,소계,소계,7077
"서울시","마포구",망원2동,총가구,일반가구,소계,7040
"서울시","마포구",망원2동,총가구,일반가구,1인가구,1277
"서울시","마포구",망원2동,총가구,일반가구,비친족(혈연)가구,73
"서울시","마포구",망원2동,총가구,일반가구,보통가구,5690
"서울시","마포구",망원2동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","마포구",망원2동,총가구,집단가구,집단시설가구,-
"서울시","마포구",망원2동,총가구,외국인가구,소계,37
"서울시","마포구",연남동,총가구,소계,소계,7552
"서울시","마포구",연남동,총가구,일반가구,소계,7307
"서울시","마포구",연남동,총가구,일반가구,1인가구,2248
"서울시","마포구",연남동,총가구,일반가구,비친족(혈연)가구,207
"서울시","마포구",연남동,총가구,일반가구,보통가구,4852
"서울시","마포구",연남동,총가구,집단가구,비혈연 6인이상 가구,8
"서울시","마포구",연남동,총가구,집단가구,집단시설가구,2
"서울시","마포구",연남동,총가구,외국인가구,소계,235
"서울시","마포구",성산1동,총가구,소계,소계,7254
"서울시","마포구",성산1동,총가구,일반가구,소계,7181
"서울시","마포구",성산1동,총가구,일반가구,1인가구,1754
"서울시","마포구",성산1동,총가구,일반가구,비친족(혈연)가구,123
"서울시","마포구",성산1동,총가구,일반가구,보통가구,5304
"서울시","마포구",성산1동,총가구,집단가구,비혈연 6인이상 가구,7
"서울시","마포구",성산1동,총가구,집단가구,집단시설가구,-
"서울시","마포구",성산1동,총가구,외국인가구,소계,66
"서울시","마포구",성산2동,총가구,소계,소계,13556
"서울시","마포구",성산2동,총가구,일반가구,소계,13521
"서울시","마포구",성산2동,총가구,일반가구,1인가구,2206
"서울시","마포구",성산2동,총가구,일반가구,비친족(혈연)가구,70
"서울시","마포구",성산2동,총가구,일반가구,보통가구,11245
"서울시","마포구",성산2동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","마포구",성산2동,총가구,집단가구,집단시설가구,1
"서울시","마포구",성산2동,총가구,외국인가구,소계,33
"서울시","마포구",상암동,총가구,소계,소계,8527
"서울시","마포구",상암동,총가구,일반가구,소계,8363
"서울시","마포구",상암동,총가구,일반가구,1인가구,1025
"서울시","마포구",상암동,총가구,일반가구,비친족(혈연)가구,32
"서울시","마포구",상암동,총가구,일반가구,보통가구,7306
"서울시","마포구",상암동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","마포구",상암동,총가구,집단가구,집단시설가구,4
"서울시","마포구",상암동,총가구,외국인가구,소계,160
"서울시","마포구",도화동,총가구,소계,소계,8062
"서울시","마포구",도화동,총가구,일반가구,소계,7960
"서울시","마포구",도화동,총가구,일반가구,1인가구,1725
"서울시","마포구",도화동,총가구,일반가구,비친족(혈연)가구,72
"서울시","마포구",도화동,총가구,일반가구,보통가구,6163
"서울시","마포구",도화동,총가구,집단가구,비혈연 6인이상 가구,4
"서울시","마포구",도화동,총가구,집단가구,집단시설가구,-
"서울시","마포구",도화동,총가구,외국인가구,소계,98
"서울시","마포구",서강동,총가구,소계,소계,10571
"서울시","마포구",서강동,총가구,일반가구,소계,10452
"서울시","마포구",서강동,총가구,일반가구,1인가구,3543
"서울시","마포구",서강동,총가구,일반가구,비친족(혈연)가구,297
"서울시","마포구",서강동,총가구,일반가구,보통가구,6612
"서울시","마포구",서강동,총가구,집단가구,비혈연 6인이상 가구,2
"서울시","마포구",서강동,총가구,집단가구,집단시설가구,4
"서울시","마포구",서강동,총가구,외국인가구,소계,113
"서울시","마포구",공덕동,총가구,소계,소계,12787
"서울시","마포구",공덕동,총가구,일반가구,소계,12605
"서울시","마포구",공덕동,총가구,일반가구,1인가구,3475
"서울시","마포구",공덕동,총가구,일반가구,비친족(혈연)가구,134
"서울시","마포구",공덕동,총가구,일반가구,보통가구,8996
"서울시","마포구",공덕동,총가구,집단가구,비혈연 6인이상 가구,2
"서울시","마포구",공덕동,총가구,집단가구,집단시설가구,-
"서울시","마포구",공덕동,총가구,외국인가구,소계,180
"서울시","마포구",아현동,총가구,소계,소계,6362
"서울시","마포구",아현동,총가구,일반가구,소계,6222
"서울시","마포구",아현동,총가구,일반가구,1인가구,1693
"서울시","마포구",아현동,총가구,일반가구,비친족(혈연)가구,78
"서울시","마포구",아현동,총가구,일반가구,보통가구,4451
"서울시","마포구",아현동,총가구,집단가구,비혈연 6인이상 가구,2
"서울시","마포구",아현동,총가구,집단가구,집단시설가구,-
"서울시","마포구",아현동,총가구,외국인가구,소계,138
"서울시","양천구",소계,총가구,소계,소계,155355
"서울시","양천구",소계,총가구,일반가구,소계,154239
"서울시","양천구",소계,총가구,일반가구,1인가구,25218
"서울시","양천구",소계,총가구,일반가구,비친족(혈연)가구,906
"서울시","양천구",소계,총가구,일반가구,보통가구,128115
"서울시","양천구",소계,총가구,집단가구,비혈연 6인이상 가구,25
"서울시","양천구",소계,총가구,집단가구,집단시설가구,33
"서울시","양천구",소계,총가구,외국인가구,소계,1058
"서울시","양천구",목1동,총가구,소계,소계,9490
"서울시","양천구",목1동,총가구,일반가구,소계,9463
"서울시","양천구",목1동,총가구,일반가구,1인가구,855
"서울시","양천구",목1동,총가구,일반가구,비친족(혈연)가구,24
"서울시","양천구",목1동,총가구,일반가구,보통가구,8584
"서울시","양천구",목1동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","양천구",목1동,총가구,집단가구,집단시설가구,3
"서울시","양천구",목1동,총가구,외국인가구,소계,24
"서울시","양천구",목2동,총가구,소계,소계,9989
"서울시","양천구",목2동,총가구,일반가구,소계,9934
"서울시","양천구",목2동,총가구,일반가구,1인가구,1756
"서울시","양천구",목2동,총가구,일반가구,비친족(혈연)가구,75
"서울시","양천구",목2동,총가구,일반가구,보통가구,8103
"서울시","양천구",목2동,총가구,집단가구,비혈연 6인이상 가구,4
"서울시","양천구",목2동,총가구,집단가구,집단시설가구,-
"서울시","양천구",목2동,총가구,외국인가구,소계,51
"서울시","양천구",목3동,총가구,소계,소계,7514
"서울시","양천구",목3동,총가구,일반가구,소계,7466
"서울시","양천구",목3동,총가구,일반가구,1인가구,1472
"서울시","양천구",목3동,총가구,일반가구,비친족(혈연)가구,46
"서울시","양천구",목3동,총가구,일반가구,보통가구,5948
"서울시","양천구",목3동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","양천구",목3동,총가구,집단가구,집단시설가구,5
"서울시","양천구",목3동,총가구,외국인가구,소계,42
"서울시","양천구",목4동,총가구,소계,소계,8468
"서울시","양천구",목4동,총가구,일반가구,소계,8445
"서울시","양천구",목4동,총가구,일반가구,1인가구,1255
"서울시","양천구",목4동,총가구,일반가구,비친족(혈연)가구,50
"서울시","양천구",목4동,총가구,일반가구,보통가구,7140
"서울시","양천구",목4동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","양천구",목4동,총가구,집단가구,집단시설가구,-
"서울시","양천구",목4동,총가구,외국인가구,소계,23
"서울시","양천구",신월1동,총가구,소계,소계,8646
"서울시","양천구",신월1동,총가구,일반가구,소계,8574
"서울시","양천구",신월1동,총가구,일반가구,1인가구,2110
"서울시","양천구",신월1동,총가구,일반가구,비친족(혈연)가구,91
"서울시","양천구",신월1동,총가구,일반가구,보통가구,6373
"서울시","양천구",신월1동,총가구,집단가구,비혈연 6인이상 가구,2
"서울시","양천구",신월1동,총가구,집단가구,집단시설가구,2
"서울시","양천구",신월1동,총가구,외국인가구,소계,68
"서울시","양천구",신월2동,총가구,소계,소계,6434
"서울시","양천구",신월2동,총가구,일반가구,소계,6418
"서울시","양천구",신월2동,총가구,일반가구,1인가구,948
"서울시","양천구",신월2동,총가구,일반가구,비친족(혈연)가구,29
"서울시","양천구",신월2동,총가구,일반가구,보통가구,5441
"서울시","양천구",신월2동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","양천구",신월2동,총가구,집단가구,집단시설가구,-
"서울시","양천구",신월2동,총가구,외국인가구,소계,16
"서울시","양천구",신월3동,총가구,소계,소계,6740
"서울시","양천구",신월3동,총가구,일반가구,소계,6649
"서울시","양천구",신월3동,총가구,일반가구,1인가구,1884
"서울시","양천구",신월3동,총가구,일반가구,비친족(혈연)가구,79
"서울시","양천구",신월3동,총가구,일반가구,보통가구,4686
"서울시","양천구",신월3동,총가구,집단가구,비혈연 6인이상 가구,4
"서울시","양천구",신월3동,총가구,집단가구,집단시설가구,3
"서울시","양천구",신월3동,총가구,외국인가구,소계,84
"서울시","양천구",신월4동,총가구,소계,소계,5650
"서울시","양천구",신월4동,총가구,일반가구,소계,5636
"서울시","양천구",신월4동,총가구,일반가구,1인가구,587
"서울시","양천구",신월4동,총가구,일반가구,비친족(혈연)가구,18
"서울시","양천구",신월4동,총가구,일반가구,보통가구,5031
"서울시","양천구",신월4동,총가구,집단가구,비혈연 6인이상 가구,2
"서울시","양천구",신월4동,총가구,집단가구,집단시설가구,-
"서울시","양천구",신월4동,총가구,외국인가구,소계,12
"서울시","양천구",신월5동,총가구,소계,소계,5082
"서울시","양천구",신월5동,총가구,일반가구,소계,5063
"서울시","양천구",신월5동,총가구,일반가구,1인가구,887
"서울시","양천구",신월5동,총가구,일반가구,비친족(혈연)가구,42
"서울시","양천구",신월5동,총가구,일반가구,보통가구,4134
"서울시","양천구",신월5동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","양천구",신월5동,총가구,집단가구,집단시설가구,-
"서울시","양천구",신월5동,총가구,외국인가구,소계,18
"서울시","양천구",신월6동,총가구,소계,소계,4394
"서울시","양천구",신월6동,총가구,일반가구,소계,4372
"서울시","양천구",신월6동,총가구,일반가구,1인가구,723
"서울시","양천구",신월6동,총가구,일반가구,비친족(혈연)가구,22
"서울시","양천구",신월6동,총가구,일반가구,보통가구,3627
"서울시","양천구",신월6동,총가구,집단가구,비혈연 6인이상 가구,2
"서울시","양천구",신월6동,총가구,집단가구,집단시설가구,-
"서울시","양천구",신월6동,총가구,외국인가구,소계,20
"서울시","양천구",신월7동,총가구,소계,소계,8398
"서울시","양천구",신월7동,총가구,일반가구,소계,8388
"서울시","양천구",신월7동,총가구,일반가구,1인가구,1215
"서울시","양천구",신월7동,총가구,일반가구,비친족(혈연)가구,56
"서울시","양천구",신월7동,총가구,일반가구,보통가구,7117
"서울시","양천구",신월7동,총가구,집단가구,비혈연 6인이상 가구,2
"서울시","양천구",신월7동,총가구,집단가구,집단시설가구,1
"서울시","양천구",신월7동,총가구,외국인가구,소계,7
"서울시","양천구",신정1동,총가구,소계,소계,7436
"서울시","양천구",신정1동,총가구,일반가구,소계,7262
"서울시","양천구",신정1동,총가구,일반가구,1인가구,1208
"서울시","양천구",신정1동,총가구,일반가구,비친족(혈연)가구,38
"서울시","양천구",신정1동,총가구,일반가구,보통가구,6016
"서울시","양천구",신정1동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","양천구",신정1동,총가구,집단가구,집단시설가구,2
"서울시","양천구",신정1동,총가구,외국인가구,소계,172
"서울시","양천구",신정2동,총가구,소계,소계,6588
"서울시","양천구",신정2동,총가구,일반가구,소계,6553
"서울시","양천구",신정2동,총가구,일반가구,1인가구,748
"서울시","양천구",신정2동,총가구,일반가구,비친족(혈연)가구,18
"서울시","양천구",신정2동,총가구,일반가구,보통가구,5787
"서울시","양천구",신정2동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","양천구",신정2동,총가구,집단가구,집단시설가구,-
"서울시","양천구",신정2동,총가구,외국인가구,소계,34
"서울시","양천구",신정3동,총가구,소계,소계,16123
"서울시","양천구",신정3동,총가구,일반가구,소계,15926
"서울시","양천구",신정3동,총가구,일반가구,1인가구,3037
"서울시","양천구",신정3동,총가구,일반가구,비친족(혈연)가구,92
"서울시","양천구",신정3동,총가구,일반가구,보통가구,12797
"서울시","양천구",신정3동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","양천구",신정3동,총가구,집단가구,집단시설가구,2
"서울시","양천구",신정3동,총가구,외국인가구,소계,194
"서울시","양천구",신정6동,총가구,소계,소계,7726
"서울시","양천구",신정6동,총가구,일반가구,소계,7711
"서울시","양천구",신정6동,총가구,일반가구,1인가구,591
"서울시","양천구",신정6동,총가구,일반가구,비친족(혈연)가구,20
"서울시","양천구",신정6동,총가구,일반가구,보통가구,7100
"서울시","양천구",신정6동,총가구,집단가구,비혈연 6인이상 가구,1
"서울시","양천구",신정6동,총가구,집단가구,집단시설가구,-
"서울시","양천구",신정6동,총가구,외국인가구,소계,14
"서울시","양천구",신정7동,총가구,소계,소계,10734
"서울시","양천구",신정7동,총가구,일반가구,소계,10718
"서울시","양천구",신정7동,총가구,일반가구,1인가구,1722
"서울시","양천구",신정7동,총가구,일반가구,비친족(혈연)가구,36
"서울시","양천구",신정7동,총가구,일반가구,보통가구,8960
"서울시","양천구",신정7동,총가구,집단가구,비혈연 6인이상 가구,2
"서울시","양천구",신정7동,총가구,집단가구,집단시설가구,1
"서울시","양천구",신정7동,총가구,외국인가구,소계,13
"서울시","양천구",목5동,총가구,소계,소계,13030
"서울시","양천구",목5동,총가구,일반가구,소계,12954
"서울시","양천구",목5동,총가구,일반가구,1인가구,1170
"서울시","양천구",목5동,총가구,일반가구,비친족(혈연)가구,27
"서울시","양천구",목5동,총가구,일반가구,보통가구,11757
"서울시","양천구",목5동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","양천구",목5동,총가구,집단가구,집단시설가구,-
"서울시","양천구",목5동,총가구,외국인가구,소계,76
"서울시","양천구",신정4동,총가구,소계,소계,12913
"서울시","양천구",신정4동,총가구,일반가구,소계,12707
"서울시","양천구",신정4동,총가구,일반가구,1인가구,3050
"서울시","양천구",신정4동,총가구,일반가구,비친족(혈연)가구,143
"서울시","양천구",신정4동,총가구,일반가구,보통가구,9514
"서울시","양천구",신정4동,총가구,집단가구,비혈연 6인이상 가구,2
"서울시","양천구",신정4동,총가구,집단가구,집단시설가구,14
"서울시","양천구",신정4동,총가구,외국인가구,소계,190
"서울시","강서구",소계,총가구,소계,소계,194862
"서울시","강서구",소계,총가구,일반가구,소계,193629
"서울시","강서구",소계,총가구,일반가구,1인가구,41804
"서울시","강서구",소계,총가구,일반가구,비친족(혈연)가구,1517
"서울시","강서구",소계,총가구,일반가구,보통가구,150308
"서울시","강서구",소계,총가구,집단가구,비혈연 6인이상 가구,30
"서울시","강서구",소계,총가구,집단가구,집단시설가구,37
"서울시","강서구",소계,총가구,외국인가구,소계,1166
"서울시","강서구",염창동,총가구,소계,소계,12332
"서울시","강서구",염창동,총가구,일반가구,소계,12307
"서울시","강서구",염창동,총가구,일반가구,1인가구,1123
"서울시","강서구",염창동,총가구,일반가구,비친족(혈연)가구,37
"서울시","강서구",염창동,총가구,일반가구,보통가구,11147
"서울시","강서구",염창동,총가구,집단가구,비혈연 6인이상 가구,-
"서울시","강서구",염창동,총가구,집단가구,집단시설가구,-
"서울시","강서구",염창동,총가구,외국인가구,소계,25
